P_ID;Date;PURQ1;PURQ2_R;PURQ3;PURQ4_R;BELQ1;BELQ2_R;BELQ3_R;BELQ4;BELQ5;BELQ6;COLQ1;COLQ2_R;COLQ3;COLQ4;COLQ5;GROWQ1;GROWQ2;GROWQ3;GROWQ4_R;GROWQ5;GROWQ6;ENGCQ1;ENGCQ2;ENGCQ3;ENGSQ1;ENGSQ2;ENGSQ3;ENGAQ1;ENGAQ2;ENGAQ3;ENGIDQ1;ENGIDQ2;ENGIDQ3;ENGIDQ4;PERFQ1;PERFQ2;PERFQ3;PERFQ4_R;PERFQ5;PERFQ6;PERFQ7;PERFQ8;PERFQ9;PERFQ10;PERFQ11_R;PERFQ12;PERFQ13;PERFQ14_R;PERFQ15_R;PERFQ16_R;PERFQ17_R;PERFQ18_R;RETQ1_R;RETQ2_R;RETQ3_R;Gender;Age;WFH_past_3_months;Position;Education;Income;WFH;int_mean;soc_mean;aff_mean
268;17.10.2021;5;5;5;5;5;5;3;3;4;3;4;5;3;4;5;1;1;1;3;2;1;4;4;4;4;4;4;4;4;4;3;3;3;3;4;5;5;4;5;4;4;5;5;5;5;5;5;5;5;5;3;3;2;2;2;Male;41 - 50 years;Every day ( 5 days a week or more);People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);More than $150.000 a year;WFH;4;4;4
269;17.10.2021;5;2;5;3;5;4;5;5;4;5;5;4;5;5;5;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;5;4;5;5;3;4;4;3;4;4;4;5;5;5;4;4;4;3;5;3;5;5;5;5;5;Female;31 - 40 years;2 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;Hybrid;4;3.66666666666667;4
270;17.10.2021;2;4;2;4;4;5;4;3;3;2;3;5;3;3;2;1;1;1;2;3;2;4;4;4;2;4;4;2;2;2;1;1;1;1;4;4;4;4;4;2;4;4;4;3;3;3;4;2;4;4;2;2;1;4;4;Male;21 - 30 years;3 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Hybrid;4;3.33333333333333;2
271;17.10.2021;5;5;2;4;5;3;4;4;4;2;5;4;2;5;5;2;2;2;2;2;2;5;5;5;3;5;3;3;3;3;3;2;5;3;5;5;5;3;5;5;2;5;5;3;2;5;5;1;1;1;4;4;2;4;4;Female;31 - 40 years;1 day a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;Hybrid;5;3.66666666666667;3
272;17.10.2021;4;5;4;5;4;5;5;5;5;3;3;5;4;4;4;3;3;3;3;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;2;2;3;4;4;4;4;4;4;4;4;5;5;5;5;4;4;4;Male;41 - 50 years;Every day ( 5 days a week or more);Vice President;High School;NA;WFH;4;4;4
273;17.10.2021;5;5;4;4;5;3;4;5;4;4;2;5;3;3;4;5;5;5;4;5;3;4;3;4;2;4;4;5;3;4;5;3;5;5;4;5;5;5;4;5;5;5;5;3;5;3;4;5;5;5;5;2;3;2;5;Male;31 - 40 years;Every day ( 5 days a week or more);Director;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;WFH;3.66666666666667;3.33333333333333;4
274;17.10.2021;4;5;3;4;4;4;5;4;4;3;4;5;4;3;4;3;3;4;4;3;1;4;4;4;4;4;4;4;3;4;2;2;3;4;5;5;4;4;4;5;4;4;4;4;5;4;4;5;5;5;5;4;3;1;3;Male;31 - 40 years;Not at all (I can't work from home);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Fulltime;4;4;3.66666666666667
275;17.10.2021;3;2;2;4;2;1;1;2;1;1;2;3;1;2;3;3;3;1;1;2;1;3;3;3;1;1;1;2;2;2;2;2;2;4;5;3;3;2;4;3;3;3;3;4;4;3;4;4;4;2;1;1;3;4;3;Male;31 - 40 years;2 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Hybrid;3;1;2
276;17.10.2021;4;2;4;5;4;4;2;5;4;4;4;5;4;3;3;4;5;3;4;3;3;5;5;5;3;2;3;5;4;4;5;5;5;5;3;4;4;3;2;2;4;4;4;5;5;5;5;2;2;2;3;2;4;2;3;Female;31 - 40 years;2 days a week;Director;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;Hybrid;5;2.66666666666667;4.33333333333333
277;17.10.2021;4;4;4;4;4;4;3;3;4;3;2;4;1;2;2;3;3;2;4;2;1;2;3;2;2;3;2;3;3;4;2;3;2;4;2;2;3;4;2;5;4;4;4;4;4;4;4;4;5;4;2;4;4;5;4;Male;21 - 30 years;Not at all (I can't work from home);People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;Fulltime;2.33333333333333;2.33333333333333;3.33333333333333
278;17.10.2021;5;5;5;5;5;5;5;5;5;5;4;5;5;4;5;3;4;4;2;3;3;5;5;5;3;5;2;5;3;5;5;5;5;5;2;3;3;3;3;5;5;5;5;5;5;5;5;5;5;5;3;1;3;2;5;Male;31 - 40 years;4 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Hybrid;5;3.33333333333333;4.33333333333333
279;17.10.2021;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;4;4;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;2;5;5;5;5;5;5;3;5;5;1;5;1;3;5;5;5;5;Female;41 - 50 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;WFH;5;5;5
280;17.10.2021;4;4;5;5;4;4;5;5;4;3;5;5;4;4;5;5;5;5;5;5;5;4;4;4;4;5;5;4;4;4;5;5;5;5;3;5;4;4;3;5;4;5;5;5;5;4;5;2;4;2;1;4;3;3;5;Male;31 - 40 years;3 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Hybrid;4;4.66666666666667;4
281;17.10.2021;3;4;4;4;5;5;4;5;5;4;3;5;4;2;2;3;2;1;1;1;1;2;2;2;4;1;4;4;1;2;4;4;3;4;1;2;1;1;1;1;4;3;4;2;5;5;4;1;4;1;1;1;1;1;5;Male;31 - 40 years;2 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;Hybrid;2;3;2.33333333333333
282;17.10.2021;5;5;4;5;4;5;3;4;3;3;4;5;4;4;4;3;3;3;4;2;1;5;5;5;2;2;2;4;4;4;3;4;5;5;4;4;5;4;4;4;4;4;3;3;4;4;4;4;4;4;3;3;2;1;3;Male;41 - 50 years;3 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;Hybrid;5;2;4
283;17.10.2021;3;3;4;5;4;5;5;4;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;3;5;5;1;1;1;1;1;5;5;5;Male;31 - 40 years;1 day a week;CEO & President;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);Less than $25.000 a year;Hybrid;5;1;5
284;17.10.2021;5;5;5;5;4;5;5;5;4;5;3;5;4;4;3;4;4;5;5;5;3;5;5;4;3;4;4;5;5;5;5;4;5;5;3;5;4;3;3;3;3;4;4;4;4;4;5;4;5;3;4;5;5;5;5;Male;41 - 50 years;Not at all (I can't work from home);Director;Other;$50.001 - $75.000 a year;Fulltime;4.66666666666667;3.66666666666667;5
285;17.10.2021;3;5;4;2;4;4;1;3;3;4;4;4;4;3;4;3;3;5;4;2;2;5;5;5;4;4;4;4;3;3;3;4;3;5;4;5;5;3;4;4;4;5;4;4;4;4;4;3;2;4;4;4;2;2;5;Male;31 - 40 years;Not at all (I can't work from home);Director;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;Fulltime;5;4;3.33333333333333
286;17.10.2021;4;5;4;5;5;5;4;4;5;5;5;5;3;4;4;2;4;4;2;4;3;3;3;3;4;4;4;3;3;3;4;2;4;4;4;4;4;4;3;4;4;3;4;4;5;4;4;2;5;4;2;3;4;3;3;Female;21 - 30 years;Not at all (I can't work from home);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;Fulltime;3;4;3
287;17.10.2021;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;5;5;3;2;4;5;5;5;5;5;5;5;5;5;Male;31 - 40 years;Every day ( 5 days a week or more);Independent Contractor (self-employed);Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;WFH;5;5;5
288;17.10.2021;4;2;4;5;4;5;2;4;4;4;4;4;3;3;3;2;2;4;3;3;2;3;4;4;3;3;3;4;4;4;3;4;4;4;3;3;3;3;3;2;4;4;4;2;3;2;4;4;4;3;2;3;2;4;3;Male;41 - 50 years;Not at all (I can't work from home);Director;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);Less than $25.000 a year;Fulltime;3.66666666666667;3;4
289;17.10.2021;4;3;4;5;4;4;4;4;4;4;4;4;4;4;3;4;4;3;5;4;3;4;4;4;3;3;3;4;4;3;4;4;4;5;4;5;5;4;4;4;4;4;4;4;4;4;4;2;3;3;4;5;3;4;5;Male;31 - 40 years;3 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;Hybrid;4;3;3.66666666666667
290;17.10.2021;5;5;5;5;3;4;4;5;5;5;4;4;4;4;5;5;5;5;4;5;3;4;4;3;4;4;4;4;4;4;5;5;4;5;4;5;4;2;4;4;4;4;5;4;5;3;3;2;2;4;3;4;4;4;4;Male;41 - 50 years;4 days a week;Director;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;Hybrid;3.66666666666667;4;4
291;17.10.2021;5;4;5;5;5;5;5;5;3;4;4;5;4;4;5;2;3;2;3;4;3;5;5;5;4;4;5;4;4;5;5;5;5;5;1;5;3;4;3;5;5;5;5;4;5;5;5;5;5;5;4;4;3;3;5;Female;41 - 50 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;WFH;5;4.33333333333333;4.33333333333333
292;20.10.2021;5;5;5;5;3;3;4;5;5;4;5;3;5;4;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;3;5;5;5;5;5;4;4;2;5;3;1;5;5;3;5;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);Less than $25.000 a year;WFH;5;5;5
293;04.06.2022;2;5;3;3;4;4;2;3;4;4;3;3;2;2;4;1;1;1;2;1;1;2;2;2;3;3;3;2;2;3;2;2;3;3;4;4;4;5;4;4;3;2;2;5;4;4;4;2;5;4;2;2;2;2;4;Female;31 - 40 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;WFH;2;3;2.33333333333333
294;04.06.2022;2;4;3;4;3;2;3;2;3;2;4;3;3;3;2;3;2;3;2;3;1;2;2;3;2;2;2;3;3;3;3;2;3;3;4;3;4;3;3;4;4;4;4;4;5;5;5;2;3;3;1;1;2;3;3;Female;21 - 30 years;2 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;Hybrid;2.33333333333333;2;3
295;04.06.2022;3;4;4;4;4;4;2;3;4;2;5;2;3;4;5;4;4;5;4;4;4;4;5;3;3;4;2;3;3;4;4;3;4;2;4;3;4;4;4;4;3;4;4;5;2;3;2;4;4;2;1;2;3;2;2;Male;31 - 40 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;Fulltime;4;3;3.33333333333333
296;04.06.2022;5;5;5;5;5;5;5;5;5;3;4;5;4;5;5;3;3;3;5;3;2;4;4;5;4;4;5;5;5;5;5;5;5;5;4;5;5;5;3;4;5;5;5;5;5;5;5;4;5;5;5;5;3;1;5;Male;31 - 40 years;3 days a week;Director;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;4.33333333333333;4.33333333333333;5
297;04.06.2022;3;4;3;2;5;2;1;3;4;3;2;2;2;2;2;2;2;4;1;2;1;2;2;2;4;4;4;2;1;1;1;2;4;4;4;4;4;3;4;4;4;4;4;5;5;4;3;2;2;2;1;1;1;2;2;Male;41 - 50 years;3 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;Hybrid;2;4;1.33333333333333
298;04.06.2022;3;2;5;4;4;4;4;3;4;3;4;5;4;4;5;4;4;4;1;2;1;4;4;5;5;4;3;4;4;4;4;4;4;5;5;5;5;4;4;5;5;4;4;4;5;4;5;4;5;5;4;4;5;5;5;Female;51 - 60 years;Not at all (I can't work from home);Director;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);More than $150.000 a year;Fulltime;4.33333333333333;4;4
299;04.06.2022;5;5;5;5;4;4;4;4;5;5;5;5;5;5;5;5;4;5;4;4;4;5;5;5;5;5;4;5;5;5;5;5;5;5;1;4;4;3;4;4;5;5;5;3;4;5;5;5;5;5;4;5;3;3;5;Female;41 - 50 years;Not at all (I can't work from home);Employee;Doctoral Degree (e.g. Ph.D., Dr.);$100.001 - $150.000 a year;Fulltime;5;4.66666666666667;5
300;04.06.2022;5;5;4;5;4;4;3;4;5;5;4;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;4;4;5;3;4;4;4;4;4;5;4;4;5;5;4;4;4;5;3;5;Female;21 - 30 years;1 day a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;Hybrid;5;5;5
301;04.06.2022;5;4;3;4;3;3;1;3;4;2;2;3;2;2;3;3;4;2;2;3;3;4;3;4;2;2;2;3;2;2;4;3;5;3;3;3;2;2;2;4;4;3;3;3;4;4;4;4;5;3;1;1;3;2;4;Female;21 - 30 years;2 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Hybrid;3.66666666666667;2;2.33333333333333
302;04.06.2022;4;4;5;5;4;4;2;3;4;4;5;5;5;5;5;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;4;5;5;3;4;4;4;4;4;4;4;4;4;2;2;4;2;3;Female;21 - 30 years;4 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Hybrid;4;4;4
303;04.06.2022;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Male;31 - 40 years;4 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;Hybrid;5;3.66666666666667;5
304;04.06.2022;5;5;5;5;4;4;3;4;5;4;5;4;4;4;5;4;4;5;4;4;4;4;4;4;4;4;4;4;4;5;3;4;4;4;2;4;4;4;3;4;4;4;4;4;4;4;5;4;4;4;5;5;5;4;5;Female;21 - 30 years;4 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Hybrid;4;4;4.33333333333333
305;04.06.2022;3;5;5;1;4;4;2;4;4;4;5;3;5;4;5;4;5;4;5;4;4;5;5;5;5;5;4;5;4;5;5;5;5;5;3;5;4;5;3;4;4;4;4;4;4;4;5;4;5;5;5;5;5;5;5;Male;21 - 30 years;4 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Hybrid;5;4.66666666666667;4.66666666666667
306;04.06.2022;4;5;3;2;5;5;5;5;5;5;5;5;5;5;5;3;3;5;5;3;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;5;5;5;Female;21 - 30 years;Not at all (I can't work from home);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;Fulltime;5;4.33333333333333;5
307;04.06.2022;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;4;4;5;4;4;4;4;5;5;5;4;5;5;5;5;5;5;5;3;5;5;5;4;4;5;5;5;5;5;3;5;5;5;5;5;5;5;2;5;Male;41 - 50 years;4 days a week;Director;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Hybrid;4.33333333333333;4.66666666666667;5
308;04.06.2022;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;1;5;Male;31 - 40 years;Every day ( 5 days a week or more);People Manager;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;WFH;5;5;5
309;04.06.2022;5;4;5;5;5;5;5;5;5;5;3;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;4;5;5;5;1;5;4;5;5;5;1;1;5;3;5;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Doctoral Degree (e.g. Ph.D., Dr.);$25.001 - $50.000 a year;WFH;5;5;5
310;04.06.2022;5;4;5;5;5;5;2;5;5;5;5;5;3;4;4;1;1;5;5;5;5;5;5;5;5;1;1;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Male;21 - 30 years;Not at all (I can't work from home);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;Fulltime;5;2.33333333333333;5
311;04.06.2022;5;5;4;5;4;5;5;3;5;4;5;4;3;3;4;3;4;4;5;4;4;5;4;5;3;4;3;5;3;3;4;4;3;5;4;4;4;4;4;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;Male;21 - 30 years;3 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;4.66666666666667;3.33333333333333;3.66666666666667
312;04.06.2022;3;5;3;2;2;1;3;1;1;2;4;4;2;2;1;1;1;1;5;4;1;4;4;4;2;2;2;2;3;2;1;1;2;1;3;3;3;3;3;1;2;4;3;4;5;4;4;5;5;5;5;5;1;1;1;Female;31 - 40 years;Not at all (I can't work from home);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Fulltime;4;2;2.33333333333333
313;04.06.2022;3;5;4;4;5;5;5;5;4;4;5;3;3;5;5;5;5;5;5;5;3;3;3;3;4;3;2;4;3;3;3;3;3;4;5;5;5;5;4;2;4;1;1;2;2;2;3;2;5;5;3;3;5;5;3;Male;21 - 30 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);NA;WFH;3;3;3.33333333333333
314;04.06.2022;4;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;4;5;5;3;3;3;3;4;5;3;4;5;4;5;5;5;5;5;5;5;5;4;2;4;5;5;5;5;4;4;5;4;5;5;3;4;5;5;5;Male;51 - 60 years;Every day ( 5 days a week or more);Independent Contractor (self-employed);Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;WFH;3.33333333333333;4;4.66666666666667
315;04.06.2022;3;4;4;4;5;5;4;3;4;1;4;5;4;4;5;4;4;4;3;3;3;4;4;4;3;3;3;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;5;5;5;5;Female;41 - 50 years;Every day ( 5 days a week or more);Director;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;WFH;4;3;3.66666666666667
316;04.06.2022;5;5;4;2;4;5;4;4;4;3;4;5;4;3;4;5;4;4;4;4;3;3;4;4;4;4;4;5;4;4;2;3;4;4;5;5;4;4;4;4;5;4;4;3;4;4;4;3;4;2;2;3;4;4;4;Female;21 - 30 years;2 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Hybrid;3.66666666666667;4;4.33333333333333
317;04.06.2022;3;2;3;3;4;4;3;3;2;1;4;3;4;3;3;2;2;1;4;2;2;3;3;3;2;4;1;3;2;2;2;2;3;3;4;5;4;4;3;2;3;4;4;3;2;3;4;2;2;2;2;3;3;3;3;Male;31 - 40 years;4 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;Hybrid;3;2.33333333333333;2.33333333333333
318;04.06.2022;4;5;4;4;4;4;4;3;2;2;4;5;4;5;5;4;3;4;4;4;2;4;4;4;3;2;4;3;2;2;1;1;4;3;4;4;4;4;5;4;4;5;5;5;4;5;5;2;3;4;2;2;1;1;4;Male;31 - 40 years;3 days a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;4;3;2.33333333333333
319;04.06.2022;4;5;4;3;5;5;5;4;4;5;4;5;4;5;5;3;4;4;3;4;4;5;5;5;4;4;3;4;4;3;4;4;4;4;1;5;5;2;5;5;5;4;4;5;5;5;5;2;5;5;3;4;3;4;4;Female;41 - 50 years;3 days a week;Vice President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;5;3.66666666666667;3.66666666666667
320;04.06.2022;4;4;4;5;4;5;3;4;5;3;3;4;3;3;4;4;4;3;3;3;3;5;5;5;3;3;3;5;4;4;4;4;5;5;4;4;4;4;3;2;5;5;5;5;4;4;5;1;3;3;4;4;2;1;4;Male;21 - 30 years;2 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Hybrid;5;3;4.33333333333333
321;04.06.2022;5;4;3;2;5;5;5;5;4;4;4;4;4;3;4;1;1;2;4;1;1;3;3;3;3;3;3;3;3;3;2;2;2;1;4;4;4;4;4;3;3;5;5;4;4;3;3;2;3;3;2;3;1;1;1;Male;31 - 40 years;Not at all (I can't work from home);People Manager;Doctoral Degree (e.g. Ph.D., Dr.);$75.001 - $100.000 a year;Fulltime;3;3;3
322;04.06.2022;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;4;5;4;5;4;4;5;4;5;5;4;5;3;3;3;5;5;4;4;4;4;4;5;4;5;5;5;5;5;5;5;Male;31 - 40 years;1 day a week;CEO & President;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;Hybrid;5;4.33333333333333;4.33333333333333
323;04.06.2022;3;5;3;5;4;4;3;2;4;2;4;5;3;4;3;2;2;2;2;5;4;5;4;4;2;2;2;2;3;2;3;2;4;4;4;4;5;4;4;5;5;5;5;4;5;5;3;5;5;5;3;5;1;4;1;Female;41 - 50 years;1 day a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Hybrid;4.33333333333333;2;2.33333333333333
324;04.06.2022;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;Male;51 - 60 years;Every day ( 5 days a week or more);Vice President;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;WFH;5;5;5
325;04.06.2022;5;4;4;5;4;4;5;4;5;4;3;4;4;2;4;4;4;4;4;5;4;4;4;5;2;4;2;4;4;5;4;4;5;5;2;5;4;3;2;4;5;4;4;4;5;4;4;5;5;5;4;2;5;2;5;Female;31 - 40 years;1 day a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;Hybrid;4.33333333333333;2.66666666666667;4.33333333333333
326;04.06.2022;5;4;2;4;5;5;5;5;5;5;4;5;4;4;4;4;4;4;5;4;4;4;4;5;5;5;5;5;5;5;4;4;4;3;3;4;4;5;4;2;4;4;4;4;2;4;4;2;2;2;5;5;5;3;5;Male;31 - 40 years;2 days a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;Hybrid;4.33333333333333;5;5
327;04.06.2022;4;5;4;3;5;5;3;4;4;4;5;5;5;4;3;4;4;4;4;4;4;5;5;5;4;4;4;5;5;5;4;4;4;3;4;4;4;3;4;4;4;4;4;4;2;4;4;2;3;3;3;3;5;5;5;Male;31 - 40 years;3 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Hybrid;5;4;5
328;04.06.2022;5;2;4;4;5;5;5;5;4;2;3;4;3;3;4;4;4;4;4;3;4;5;5;5;5;5;5;4;5;4;4;5;5;5;3;4;4;3;2;3;3;4;4;4;5;5;5;2;5;5;3;3;4;3;4;Male;31 - 40 years;Not at all (I can't work from home);People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Fulltime;5;5;4.33333333333333
329;04.06.2022;3;1;4;2;3;3;4;4;4;4;3;4;3;4;4;3;1;2;5;3;3;4;4;4;3;4;4;4;3;2;3;3;3;2;2;4;4;5;5;5;5;4;4;5;5;5;4;5;5;4;2;5;1;1;5;Male;31 - 40 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;WFH;4;3.66666666666667;3
330;04.06.2022;4;5;4;5;4;4;2;3;3;3;4;5;4;4;3;4;3;4;4;4;3;3;4;3;3;4;2;4;4;4;4;4;4;4;5;5;5;3;3;2;5;5;4;4;5;4;5;4;5;4;4;3;4;5;3;Female;31 - 40 years;1 day a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Hybrid;3.33333333333333;3;4
331;04.06.2022;2;5;4;3;2;1;4;2;2;1;4;3;3;4;3;3;1;3;2;4;5;5;5;5;2;3;1;2;2;4;2;2;1;1;3;4;4;4;5;4;4;4;4;4;2;3;3;3;4;4;2;2;1;2;2;Male;41 - 50 years;Not at all (I can't work from home);Independent Contractor (self-employed);Doctoral Degree (e.g. Ph.D., Dr.);NA;Fulltime;5;2;2.66666666666667
332;04.06.2022;5;5;5;3;3;5;3;3;4;4;5;5;5;5;4;1;3;3;4;1;1;5;5;5;3;5;3;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;3;5;5;5;5;5;5;5;3;4;Female;31 - 40 years;Every day ( 5 days a week or more);Director;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;WFH;5;3.66666666666667;5
333;03.07.2022;3;5;4;5;4;4;5;4;5;5;4;4;4;4;4;5;5;5;4;5;3;5;4;4;3;5;5;5;4;5;4;4;3;4;5;4;4;4;4;4;4;5;4;4;4;4;4;4;4;2;4;4;5;3;4;Female;21 - 30 years;2 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Hybrid;4.33333333333333;4.33333333333333;4.66666666666667
334;03.07.2022;4;3;3;2;4;1;1;1;2;2;4;4;4;4;2;1;1;2;2;3;1;5;5;4;2;2;3;3;2;4;2;2;1;1;5;5;5;4;4;4;4;4;4;4;3;2;4;4;5;4;3;1;1;1;1;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;WFH;4.66666666666667;2.33333333333333;3
